META_ID,PRS_ID,PRS_NM,PRS_ROLE_NM,FILMOGRAPHY
MM1000235736,MP0000110360,조준우,주연,옹알스
MM1000235736,MP0000110544,채경선,주연,옹알스
MM1000235736,,,,
MM1000235768,MP0000160719,캐서린 프레스콧,주연,안녕 베일리|폴라로이드
MM1000235768,MP1000007470,타일러 영,주연,폴라로이드
MM1000235768,MP1000007471,사만다 로건,주연,폴라로이드
MM1000235768,,,,
MM1000235938,MP0000001926,하희라,우리말목소리,1919 유관순
MM1000235938,MP0000154985,김나니,주연,1919 유관순
MM1000235938,MP1000006743,이새봄,주연,1919 유관순
MM1000235938,MP1000007461,양윤희,주연,1919 유관순
MM1000235938,,,,
MM1000237467,MP0000092152,마동석,주연,백두산|시동|나쁜 녀석들: 더 무비|롱 리브 더 킹: 목포 영웅|악인전|성난황소|동네사람들|원더풀 고스트|신과 함께: 인과 연|챔피언|부라더|범죄도시|특별시민
MM1000237467,MP0000095176,김무열,주연,침입자|정직한 후보|악인전|인랑|머니백|기억의 밤|대립군
MM1000237467,MP1000004814,김성규,주연,악인전|범죄도시
MM1000237467,,,,
MM1000237953,MP0000001709,스티븐 레아,주연,마담 싸이코|블랙 47
MM1000237953,MP0000002412,휴고 위빙,주연,블랙 47|모털 엔진|핵소 고지|핵소 고지
MM1000237953,MP0000141566,제임스 프레체빌,주연,블랙 47
MM1000237953,,,,
MM1000238030,MP0000137418,유시민,주연,시민 노무현
MM1000238030,MP0000157952,노무현,주연,시민 노무현|노무현과 바보들|노무현입니다
MM1000238030,MP1000007549,김경수,주연,시민 노무현
MM1000238030,,,,
MM1000238220,MP0000013836,상드린 보네르,주연,아녜스가 말하는 바르다
MM1000238220,MP0000017549,아녜스 바르다,주연,아녜스가 말하는 바르다|바르다가 사랑한 얼굴들
MM1000238220,,,,
MM1000238224,MP0000000070,우에토 아야,주연,평일 오후 3시의 연인
MM1000238224,MP0000000882,이토 아유미,조연,평일 오후 3시의 연인
MM1000238224,MP0000098398,사이토 타쿠미,주연,13년의 공백|평일 오후 3시의 연인|우리가족: 라멘샵|리:본
MM1000238224,,,,
MM1000238938,MP0000000663,베니시오 델 토로,주연,체 게바라: 1부 아르헨티나|체 게바라: 2부 게릴라|시카리오: 데이 오브 솔다도|어벤져스: 인피니티 워|스타워즈: 라스트 제다이|어 퍼펙트 데이
MM1000238938,MP0000003287,줄리아 오몬드,조연,리메모리-기억추출|체 게바라: 1부 아르헨티나
MM1000238938,MP0000025854,데미안 비쉬어,조연,체 게바라: 1부 아르헨티나|체 게바라: 2부 게릴라|더 넌|에이리언: 커버넌트
MM1000238938,,,,
MM1000238946,MP0000000663,베니시오 델 토로,주연,체 게바라: 1부 아르헨티나|체 게바라: 2부 게릴라|시카리오: 데이 오브 솔다도|어벤져스: 인피니티 워|스타워즈: 라스트 제다이|어 퍼펙트 데이
MM1000238946,MP0000001922,로드리고 산토로,조연,체 게바라: 1부 아르헨티나|체 게바라: 2부 게릴라
MM1000238946,MP0000025854,데미안 비쉬어,조연,체 게바라: 1부 아르헨티나|체 게바라: 2부 게릴라|더 넌|에이리언: 커버넌트
MM1000238946,,,,
MM1000239007,,,,
MM1000239043,MP0000087609,김보나,우리말목소리,슈퍼스타 뚜루|마법안개의 비밀: 황금 보물선을 찾아라|빅 2: 황금열쇠 대소동|빅트립: 아기팬더 배달 대모험|슈퍼 햄찌|지구 공룡 대탐험|빅샤크2 : 해저2만리|몬스터 랜드|똑딱똑딱 마법의 시계나라|고릴라와 슈퍼레이스
MM1000239043,MP0000160729,장병관,우리말목소리,체크 히어로|몬스터 하우스|빅샤크2 : 해저2만리|빅샤크: 매직체인지|매직 빈|빅 배드 폭스|빰바라빤쮸: 바나나 왕국의 비밀
MM1000239043,MP1000007652,김소희,우리말목소리,몬스터 하우스|빅샤크2 : 해저2만리
MM1000239043,,,,
MM1000239051,MP0000114731,제이 로드리게스,주연,완벽한 살인
MM1000239051,MP1000007611,타라 맥큰,주연,완벽한 살인
MM1000239051,MP1000007612,케빈 시즈모어,조연,완벽한 살인
MM1000239051,,,,
MM1000239636,MP0000069719,하비스 콕커  ,조연,닥치고 피아노!
MM1000239636,MP1000007675,칠리 곤잘레스,주연,닥치고 피아노!
MM1000239636,MP1000007676,다프트 펑크,조연,닥치고 피아노!
MM1000239636,,,,
MM1000241145,,,,
MM1000241531,MP0000002350,엘리자베스 뱅크스,주연,더 보이|해피타임 스파이|레고 무비 2|파워 레인져스: 더 비기닝
MM1000241531,MP0000025861,데이비드 덴맨,주연,더 보이|로건 럭키|파워 레인져스: 더 비기닝
MM1000241531,MP1000007649,잭슨 A.던,주연,더 보이
MM1000241531,,,,
MM1000242299,MP0000000666,베라 파미가,주연,캡티브 스테이트|애나벨 집으로|고질라: 킹 오브 몬스터|커뮤터
MM1000242299,MP0000016017,카일 챈들러,주연,고질라: 킹 오브 몬스터|퍼스트맨|퍼스트맨|맨체스터 바이 더 씨
MM1000242299,MP1000007435,밀리 바비 브라운,주연,고질라: 킹 오브 몬스터
MM1000242299,,,,
MM1000242724,MP0000001119,콜린 파렐,주연,젠틀맨|덤보|킬링 디어|매혹당한 사람들
MM1000242724,MP0000001539,대니 드비토,주연,쥬만지: 넥스트 레벨|쥬만지: 넥스트 레벨|덤보
MM1000242724,MP0000002395,마이클 키튼,주연,덤보|어쌔신: 더 비기닝|스파이더맨: 홈커밍|파운더
MM1000242724,,,,
MM1000243047,MP0000146064,무라카미 니지로,주연,"하나레이 베이|두 번째 여름, 두 번 다시 만날 수 없는 너|나미야 잡화점의 기적"
MM1000243047,MP0000152171,요시다 요,주연,하나레이 베이|사랑은 비가 갠 뒤처럼|내 아내와 결혼해 주세요|내 머릿속의 포이즌 베리
MM1000243047,MP0000164803,사노 레오,주연,하나레이 베이|무지개빛 데이즈
MM1000243047,,,,
MM1000243830,MP0000000785,브라이스 달라스 하워드,조연,로켓맨|쥬라기 월드: 폴른 킹덤|골드
MM1000243830,MP0000147794,태런 에저튼,주연,로켓맨|빌리어네어 보이즈클럽|후드|킹스맨: 골든 서클
MM1000243830,MP0000147859,리차드 매든,조연,1917|로켓맨
MM1000243830,,,,
MM1000243861,MP1000007757,라울 테혼,주연,솔져스 메모리
MM1000243861,MP1000007758,루이스 모톨라,주연,솔져스 메모리
MM1000243861,,,,
MM1000243893,,,,
MM1000244805,MP0000155179,우지현,주연,"검은 여름|나의 특별한 형제|춘천, 춘천|너와 극장에서|환절기|7호실"
MM1000244805,MP1000007775,이건우,주연,검은 여름
MM1000244805,,,,
MM1000244848,MP0000134762,올가 쿠릴렌코,주연,더 룸|퍼펙트 타겟|돈키호테를 죽인 사나이|스탈린이 죽었다!|인 더 더스트|마라|시크릿 레터|어 퍼펙트 데이
MM1000244848,MP1000005495,알반 레누아  ,주연,샤이니 슈림프|퍼펙트 타겟|엔젤페이스
MM1000244848,MP1000007777,세바스티앙 라란느,조연,퍼펙트 타겟
MM1000244848,,,,
MM1000244895,MP0000001482,니콜 키드먼,주연,디스트로이어|업사이드|아쿠아맨|킬링 디어|매혹당한 사람들|지니어스|라이언
MM1000244895,MP0000016205,브라이언 크랜스톤,주연,업사이드|개들의 섬|웨이크필드|파워 레인져스: 더 비기닝
MM1000244895,MP0000045207,케빈 하트,주연,쥬만지: 넥스트 레벨|쥬만지: 넥스트 레벨|마이펫의 이중생활 2|업사이드|쥬만지: 새로운 세계|쥬만지: 새로운 세계
MM1000244895,,,,
MM1000244916,,,,
MM1000245384,MP0000103121,하카타 하나마루,주연,라이딩 업힐
MM1000245384,MP1000007835,아베 켄이치,주연,라이딩 업힐
MM1000245384,MP1000007836,후쿠야마 쇼다이,주연,라이딩 업힐
MM1000245384,,,,
MM1000245901,MP0000012040,저스틴 서룩스,조연,세상을 바꾼 변호인|범블비|범블비|나를 차버린 스파이|레고 닌자고 무비|걸 온 더 트레인
MM1000245901,MP0000063740,펠리시티 존스,주연,세상을 바꾼 변호인|라이크 크레이지|몬스터 콜|아우토반
MM1000245901,MP0000135946,아미 해머,주연,세상을 바꾼 변호인|호텔 뭄바이|파이널 포트레이트|콜 미 바이 유어 네임|프리 파이어|녹터널 애니멀스
MM1000245901,,,,
MM1000245907,MP0000144438,히가시데 마사히로,주연,"비블리아 고서당 사건수첩|아사코|산책하는 침략자|나는 내일, 어제의 너와 만난다|고닌 사가: 5인의 복수|데스노트: 더 뉴 월드"
MM1000245907,MP0000145490,노무라 슈헤이,주연,비블리아 고서당 사건수첩|22년 후의 고백|사쿠라다 리셋: 전편|사쿠라다 리셋: 후편|뮤지엄
MM1000245907,MP0000154469,쿠로키 하루,주연,온다|비블리아 고서당 사건수첩|일일시호일|미래의 미라이|잠깐만 회사 좀 관두고 올게|아주 긴 변명
MM1000245907,,,,
MM1000245912,MP0000002330,엘렌 버스틴,조연,하우스 오브 투모로우
MM1000245912,MP0000104264,에이사 버터필드,주연,n번째 이별 중|디어 마이 프렌드|하우스 오브 투모로우|저니스 엔드|스페이스 비트윈 어스
MM1000245912,MP0000138648,알렉스 울프,주연,쥬만지: 넥스트 레벨|쥬만지: 넥스트 레벨|하우스 오브 투모로우|유전|쥬만지: 새로운 세계|패트리어트 데이
MM1000245912,,,,
MM1000248263,MP0000003413,블라디미르 마쉬코프,주연,쓰리 세컨즈
MM1000248263,MP1000007867,키릴 자이체프,주연,쓰리 세컨즈
MM1000248263,MP1000007869,이반 코레스니코프,주연,쓰리 세컨즈
MM1000248263,,,,
MM1000248467,MP0000002378,여문락,주연,생사결|손오공
MM1000248467,MP0000101424,문영산,주연,생사결|아무도 잠들지 마라
MM1000248467,MP0000106308,장진,주연,생사결|엽문 외전|퍼시픽 림: 업라이징
MM1000248467,,,,
MM1000249360,MP0000002234,밀라 요보비치,주연,파라다이스 힐스|헬보이|충격과 공포|레지던트 이블: 파멸의 날
MM1000249360,MP0000024632,이안 맥쉐인,조연,존 윅 3: 파라벨룸|헬보이|몬스터파크|존 윅: 리로드
MM1000249360,MP0000082404,데이빗 하버,주연,헬보이|슬립리스: 크리미널 나이트
MM1000249360,,,,
MM1000249539,MP0000003658,이자벨 위페르,주연,스노우 화이트|마담 싸이코|해피엔드|미세스 하이드|클레어의 카메라|엘르
MM1000249539,MP0000004659,마티유 카소비츠,주연,울프 콜|해피엔드|발레리안: 천 개 행성의 도시
MM1000249539,MP0000143790,장-루이 트린티냥,주연,해피엔드
MM1000249539,,,,
MM1000250334,MP0000000291,줄리안 무어,주연,애프터 웨딩 인 뉴욕|글로리아 벨|서버비콘|원더스트럭|킹스맨: 골든 서클|매기스 플랜
MM1000250334,MP0000002404,마이클 세라,조연,글로리아 벨|몰리스 게임|레고 배트맨 무비
MM1000250334,MP0000003425,존 터투로,주연,글로리아 벨|트랜스포머: 최후의 기사
MM1000250334,,,,
MM1000251079,MP1000008038,빅토리아 아갈라코바,주연,머메이드: 죽음의 호수
MM1000251079,MP1000008039,에핌 페트루닌,주연,머메이드: 죽음의 호수
MM1000251079,MP1000008040,소피아 쉬들롭스카야,주연,머메이드: 죽음의 호수
MM1000251079,,,,
MM1000251085,,,,
MM1000251110,MP0000145912,서현우,주연,침입자|남산의 부장들|해치지않아|백두산|영화로운 나날|나를 찾아줘|보희와 녹양|배심원들|뷰티풀 데이즈|죄 많은 소녀|너와 극장에서|독전|호랑이보다 무서운 겨울손님|7년의 밤|사라진 밤|1급기밀|1987
MM1000251110,MP1000007021,안지호,주연,우리집|보희와 녹양|나의 특별한 형제
MM1000251110,MP1000007706,김주아,주연,보희와 녹양
MM1000251110,,,,
MM1000251139,MP0000057719,가브리엘 밀러,주연,엘프: 사탄의 인형
MM1000251139,MP1000000681,나타시아 할라비,주연,엘프: 사탄의 인형|포레스트: 위험한 신고식
MM1000251139,,,,
MM1000252716,,,,
MM1000253148,MP0000001663,제이크 질렌할,주연,와일드 라이프|스파이더맨: 파 프롬 홈|스트롱거|라이프|녹터널 애니멀스
MM1000253148,MP0000002189,미란다 리차드슨,조연,스트롱거
MM1000253148,MP0000044535,타티아나 마슬라니,주연,디스트로이어|스트롱거|투 러버스 앤 베어
MM1000253148,,,,
MM1000254416,MP0000003658,이자벨 위페르,주연,스노우 화이트|마담 싸이코|해피엔드|미세스 하이드|클레어의 카메라|엘르
MM1000254416,MP0000135622,클로이 모레츠,주연,카메론 포스트의 잘못된 교육|우먼 인 할리우드|레드슈즈|마담 싸이코|서스페리아|브레인 온 파이어
MM1000254416,MP0000147666,마이카 먼로,조연,마담 싸이코|핫 썸머 나이츠
MM1000254416,,,,
MM1000255211,MP0000164085,조걸,주연,죽음을 거스른 사나이
MM1000255211,MP1000008078,진유신,주연,죽음을 거스른 사나이
MM1000255211,,,,
MM1000255498,MP0000001662,제인 폰다,주연,북클럽|리틀 프린세스 소피아
MM1000255498,MP0000004466,메리 스틴버겐,주연,북클럽
MM1000255498,MP0000143944,다이안 키튼,주연,북클럽|햄스테드
MM1000255498,,,,
MM1000255524,MP0000002183,리암 니슨,주연,맨 인 블랙: 인터내셔널|콜드 체이싱|커뮤터|몬스터 콜|사일런스
MM1000255524,MP0000086577,테사 톰슨,주연,맨 인 블랙: 인터내셔널|어벤져스: 엔드게임|토르: 라그나로크
MM1000255524,MP0000106648,크리스 헴스워스,주연,맨 인 블랙: 인터내셔널|어벤져스: 엔드게임|어벤져스: 인피니티 워|12 솔져스|토르: 라그나로크
MM1000255524,MP0000155883,쿠마일 난지아니,외국어목소리,닥터 두리틀|맨 인 블랙: 인터내셔널|빅 식|레고 닌자고 무비
MM1000255524,MP1000008066,팀 블래니,외국어목소리,맨 인 블랙: 인터내셔널
MM1000255524,,,,
MM1000255539,MP0000048219,크리스토프 왈츠,주연,쿠엔틴 타란티노 8|알리타: 배틀 엔젤|다운사이징|튤립피버
MM1000255539,MP0000161860,로사 살라자르,주연,나의 작은 시인에게|알리타: 배틀 엔젤|메이즈 러너: 데스 큐어|메이즈 러너: 데스 큐어
MM1000255539,MP1000008208,키언 존슨,주연,미드웨이|알리타: 배틀 엔젤
MM1000255539,,,,
MM1000256138,MP0000000535,김래원,주연,가장 보통의 연애|롱 리브 더 킹: 목포 영웅|프리즌
MM1000256138,MP0000138703,진선규,주연,퍼펙트맨|암전|롱 리브 더 킹: 목포 영웅|로망|돈|사바하|극한직업|동네사람들|완벽한 타인|암수살인|허스토리|꾼|남한산성|범죄도시|불한당: 나쁜 놈들의 세상|특별시민
MM1000256138,MP0000160779,원진아,주연,롱 리브 더 킹: 목포 영웅|돈|강철비
MM1000256138,,,,
MM1000256327,MP0000144516,스테이시 마틴,주연,네 멋대로 해라: 장 뤽 고다르|쁘띠 아만다|트리트 미 라이크 파이어|올 더 머니
MM1000256327,MP0000155151,벵상 라코스테,주연,쁘띠 아만다
MM1000256327,MP1000008240,이조르 뮐트리에,주연,쁘띠 아만다
MM1000256327,,,,
MM1000256486,MP0000133848,타하르 라힘,주연,트리트 미 라이크 파이어|막달라 마리아: 부활의 증인|은판 위의 여인
MM1000256486,MP0000144516,스테이시 마틴,주연,네 멋대로 해라: 장 뤽 고다르|쁘띠 아만다|트리트 미 라이크 파이어|올 더 머니
MM1000256486,MP0000145072,브루노 월코위치,조연,트리트 미 라이크 파이어
MM1000256486,,,,
MM1000257929,MP0000002431,앤디 가르시아,주연,벤트: 마약의 도시|북클럽|라스트 미션|맘마미아! 2|맘마미아! 2|지오스톰|패신저스
MM1000257929,MP0000027883,칼 어번,주연,벤트: 마약의 도시|행맨|더 리벤지|토르: 라그나로크
MM1000257929,MP0000034116,소피아 베르가라,주연,벤트: 마약의 도시
MM1000257929,,,,
MM1000258235,MP0000139979,신용우,우리말목소리,극장판 미니특공대: 공룡왕 디노|신비아파트 극장판 : 하늘도깨비 대 요르문간드|레드슈즈|명탐정 코난: 감청의 권|극장판 샤이닝스타:새로운 루나퀸의 탄생!|별의 정원|극장판 오소마츠 6쌍둥이|미래의 미라이|극장판 요괴워치 섀도사이드: 도깨비왕의 부활|극장판 헬로카봇 : 백악기 시대|신비아파트 : 금빛도깨비와 비밀의 동굴|미니특공대X|터닝메카드W: 반다인의 비밀 특별판|코코|포켓몬스터 너로 정했다!|하이큐!! 재능과 센스|파워배틀 와치카: 와치가면의 역습|터닝메카드W: 블랙미러의 부활
