META_ID,META_TITLE,SUB_TITLE,ENGL_TITLE,SNSS_CTS,CINE21_CTSC_NM,CINE21_COMT_CTSC
MM1000269542,극장판 샤이닝스타:새로운 루나퀸의 탄생!,,Shining Star: Lunar Queen,"세계 최초 케이팝 애니메이션 탄생!
올 여름, 루나퀸을 꿈꾸는 소녀들의 빛나는 스테이지가 펼쳐진다!
 
세계 최고의 아이돌 학교 샤이닝스타 스쿨!
데뷔반의 완성형 연습생 '헤라'와 노력형 연습생 '나라'는
세계 최고의 아이돌 스타 타이틀 '루나퀸'이 되기 위한 오디션에 돌입한다.
그러던 중 '헤라'는 자신이 속한 그룹 '돌스'에서 돌연 탈퇴하고
‘나라’가 속해 있는 그룹에 합류, 새로운 팀 '뉴 멜로디'가 결성된다.
하지만 실력지상주의 이사장 '칼리오페'는 '헤라'에게 솔로로 루나퀸 결승 무대에 오르면
단독 우승을 할 수 있다며 '뉴 멜로디'와 '헤라'를 갈라 놓으려 하고,
‘뉴 멜로디’의 우정이 흔들리기 시작 하는데…
 
루나퀸과 우리의 우정 모두를 지킬 수 있을까!",김성훈,오랫동안 잊고 살았던 나의 K팝 추억
MM1000271013,상간녀 살인사건,,An Affair to Die For,"안대를 하고 침실에서 기다려
자신의 제자 에버렛과 사랑에 빠진 의과대 교수 할리.
할리는 주말 밤을 에버렛과 보내기 위해 남편 러셀을 속이고 아스펠의 한 호텔로 간다.
호텔엔 에버렛이 준비한 선물이 놓여있고, 할리는 설레이는 마음으로 침대에서 에버렛을 기다린다.
하지만 할리의 이 설레임 뒤고 걷잡을 수 없는 일들이 기다리고 있는데…",,
MM1000271182,무간도 외전,,Operation Undercover 2: Poisonous Dragon,"경찰의 비밀요원 서가보는 마약 범죄 조직 삼화방에 잠입해 신임을 얻음과 동시에 조직의 우두머리 벽력가를 체포하기 위해 증거를 수집한다. 
한편, 벽력가는 조직 내에 스파이가 있음을 눈치 채고 그를 찾아내기 위해 함정을 준비한다. ",,
MM1000273334,매니페스토,,Manifesto,"케이트 블란쳇의 1인 13역 연기를 통해 표현되는 20세기 아티스트와 사상가들의 가장 아름답고 치열했던 선언들
",김소희|김혜리|박평식|이용철|장영엽,"13번 놀라고 졸았네|뭔 일을 대문만 두드리다 마나|선언의 패션화, 무모하거나 용감하거나|케이트 블란쳇이라는 배우의 위대한 매력에 대하여|케이트 블란쳇이라는 스트라디바리우스로 연주한 12개의 변주곡"
MM1000273546,기생충,,PARASITE,"“폐 끼치고 싶진 않았어요”

전원백수로 살 길 막막하지만 사이는 좋은 기택(송강호) 가족.
장남 기우(최우식)에게 명문대생 친구가 연결시켜 준 고액 과외 자리는 모처럼 싹튼 고정수입의 희망이다.
온 가족의 도움과 기대 속에 박사장(이선균) 집으로 향하는 기우.
글로벌 IT기업 CEO인 박사장의 저택에 도착하자 젊고 아름다운 사모님 연교(조여정)가 기우를 맞이한다.
 
그러나 이렇게 시작된 두 가족의 만남 뒤로, 걷잡을 수 없는 사건이 기다리고 있었으니…",김성훈|김소미|김현수|김혜리|박평식|송형국|이용철|이주현|이화정|임수연|장영엽,"2019 반지하 오디세이|‘그’ 집과 ‘그’ 집 사이에 놓인 계단 숫자만큼의 자존감 차이에 대해|‘유쾌한 전율’이 스멀스멀|더 넓게, 더 깊게. 확장의 시력으로 현 사회의 계급의식을 탐색하는 봉테일적 시각|만인이 투쟁하는 ‘시대의 서스펜스’|봉준호가 ‘그 검은 상자’를 열어버렸다|부르주아의 사려 깊은 매력, 취하거나 찌르거나|뼈를 때리는 블랙 유머, 오랫동안 얼얼하다|시대의 환경을 이식한, 끝내주는 장르영화|예술과 상업, 장르의 구분이 무의미한 드문 영화적 체험|정밀한 나머지 비통한 계급의식의 조감도"
MM1000273630,파리 에듀케이션,,A PARIS EDUCATION,"영화감독을 꿈꾸는 에티엔은 고향인 프랑스 시골마을에서 파리 8대학으로 떠난다. 
영화에 대한 열정이 넘치는 학교 친구들과 영화와 사랑에 대해 밤낮으로 대화하며 꿈에 한발짝 다가간 그는 어느 날, 자신에게 영향을 가장 많이 줬던 친구와의 영원한 이별 소식을 듣고 절망에 빠진다.",이용철,"파리지앵 없는 파리영화, 그래서 교육인가"
MM1000273673,지구 최후의 밤,,Long Day's Journey Into Night,"아버지의 장례식에 참석하기 위해 고향 카일리로 돌아온 남자 뤄홍우. 
과거에 만났던 여인 완치원의 흔적을 발견하고 꿈인지, 현실인지 알 수 없었던 그녀와 함께한 여름을 회상한다. 
그리고 그는 그녀를 찾아 언제 끝날지 모르는 긴 여정을 시작한다.",이용철,중국영화의 미래? 그런 건 모르겠고 올해 만날 최고의 매력덩어리
MM1000275119,진범,,The Culprit,"피해자의 남편 VS 용의자의 아내

아내가 죽은 그날의 진실을 찾고 싶은 영훈(송새벽)과 남편의 무죄를 밝히기 위해 그의 증언이 필요한 다연(유선)
영훈은 증언의 대가로 함께 진실을 찾자는 제안을 하고, 다연은 남편을 구하기 위해 영훈과 사건을 쫓기 시작한다.
사건을 재구성하던 어느 날, 다연은 영훈의 집에서 사라진 증거를 발견하고,
영훈은 다연의 거짓말을 알게 된다. 그렇게 진실에 다가갈수록 서로를 향한 의심은 커져만 가는데…의심을 숨긴 위험한 공조가 시작된다!",김현수|이용철,"복잡한 플롯 뒤에 쉬운 추리, 복잡한 정체 뒤에 아쉬운 동기|열심히 만든 티는 난다, 2번"
MM1000275237,사일런스,,The Silence,"“이것은 시작에 관한 이야기다”

갑자기 알 수 없는 존재가 세상의 모든 소리를 집어 삼키고, 소리 내는 모든 인류는 공격을 당한다.
청력을 잃은 소녀와 가족들만이 소리 없이 대화할 수 있는 그들만의 방법으로 살아남아 마지막 사투를 벌이게 되는데…

공포가 들리는 순간, 거대한 재앙이 시작된다",김소미|박평식|이용철,기시감이라는 괴수|하늘 아래 새로운 게 없다지만|한 우물에서 돌멩이만 캐는 감독
MM1000276138,그녀들을 도와줘,,Support the girls,"오늘도 엉망이지만, 눈물을 닦고 ‘더블 웨미’로 출근한 리사.
탱크톱을 입고 음식을 서빙하는 스포츠 바 ‘더블 웨미’에는 언제나처럼 매니저 리사를 기다리는 일들이 쌓여있다. 
천장에는 도둑이 갇혀있고, 케이블 TV는 안 나오고, 에어컨은 또 고장이 났고, 직원들은 돌아가며 말썽이다.
하나같이 내 맘대로 되는 게 없는 오늘, 사정을 알 리 없는 사장에 맞서 직원들을 챙겨주다 자기 해고 통보를 받게 되는데…
인생이 뜻대로 되지 않을 때, 그래도 계속 웃게 되는 건 바로 웨미 걸즈 덕분!
힘껏 소리치는 그녀들과 함께, 씩씩하게 다시 WAY TO GO!",김혜리|이용철,"우리에게 노동은 무엇인지 묻는 픽션영화의 좋은 예|한국에서 처음 개봉하는 부잘스키 영화, 많이 도와줘"
MM1000278581,명탐정 코난: 감청의 권,,Detective Conan: The Fist of Blue Sapphire,"19세기말 해적선과 함께 싱가포르 인근 바다에 가라앉았다고 전해지는
전설의 보물 블루 사파이어 ‘감청의 권’이 모습을 드러내던 날,
마리나 베이 샌즈 호텔에서 살인사건이 발생하고
현장에는 피로 물든 괴도 키드의 예고장만이 남겨져 있다.
하지만 그것은 모두를 뒤흔들 함정!

절체절명에 빠진 괴도 키드는 마법 같은 술수로 여권이 없는 코난을 싱가포르로 데려간다.
마침 싱가포르에서 개최되는 쿄고쿠 마코토의 가라테 대회를 보기 위한 란과 소노코까지 모두가 모이게 되고…

코난 X 괴도 키드 X 쿄고쿠 마코토, 블루 사파이어 ‘감청의 권’
그리고 가장 소중한 것을 지키기 위한 세 사람의 피할 수 없는 대결이 시작된다!",,
MM1000278658,수영장으로 간 남자들,,Sink or Swim,"인생역전 '아'벤저스가 온다! 어쩌다 보니 수영장으로 간 그들, 목표는... 금메달?
2년차 백수 베르트랑, 예민미 폭발 로랑, 파산 직전의 사장님 마퀴스, 히트곡 전무한 로커 시몽
가정, 직장, 미래 등 각양각색의 걱정을 안고 수영장에 모인 벼랑 끝의 중년 남자들이 인생의 마지막 금메달을 꿈꾸며 마지막 도전을 시작한다.
오합지졸 수중발레 군단은 수영장의 어벤져스로 거듭날 수 있을까?
이젠 정말 죽기 아니면 까무러치기다!",박평식|이용철|이화정,고단하나 아름다운 발버둥|물속에서 ‘마음 근육’ 만들기|힘없는 남자들 다독이기
MM1000278711,캘리포니아 타이프라이터,,California Typewriter,"아날로그를 향한 뜨거운 고백	
고치고, 쓰고, 모으고, 조립하며 ‘타자기’와 사랑에 빠진 이들의 이야기를 담은 다큐멘터리
",,
MM1000278740,돈 워리,,"Don't Worry, He Won't Get Far on Foot","걱정 말아요, 희망은 멀리 가지 않으니깐
알코올중독에 전신마비 신세였지만 절망하지 않은 남자 ‘존’을 통해 ‘자신을 용서하는 시간’을 선물하는 유쾌한 인생 영화	
사고로 휠체어 신세가 된 ‘존’, 하지만 그에게 있어 더 큰 문제는 알코올 중독이었다. 
드디어 술을 끊기로 결심하고 마을의 중독자 모임에 나선 ‘존’은 그곳에서 모임을 이끄는 멘토 ‘도니’를 만나게 된다. 
저절로 상처가 치유가 되지는 않아요. 
매일 그 상처들과 씨름해야 해요. 
어떤 고통은 영영 사라지지 않고 어떤 수치는 영원히 남아 있어요. 
그걸 이겨내지 않으면 당신이 죽어요
현실을 있는 그대로 인정하고 스스로를 용서하는 법을 배우게 된 ‘존’은  자신만의 독특한 유머가 담긴 풍자 만화를 그리고 병원에서 만난 자원봉사자 ‘아누’와  새로운 사랑도 시작한다.  걱정 마! 희망은 멀리 가지 않으니깐",김소미|박평식|이용철|허남웅,‘비 해피’에 이르는 용서와 치유의 과정|그의 영화에서 카메라가 인물에 가장 가까이 다가선 예일 것이다|술보다 강한 생의 중독성. 쓰리지만 달다|용서가 자유롭게 할지니
MM1000278899,롱 샷,,LONG SHOT,"핵꿀잼! 꿀케미! 블록버스터급 진짜 코미디가 온다!	
어리다고 놀리지 말아요! 첫사랑 베이비시터 누나 ♥
전직 기자 지금은 백수인 ‘프레드 플라스키’(세스 로건)는 20년 만에 첫사랑 베이비시터 ‘샬롯 필드’(샤를리즈 테론)와 재회한다.
그런데 그녀가!? 미 최연소 국무 장관이자 세계에서 가장 영향력 있는 여성 중 한 명인 ‘샬롯’이 바로 베이비시터 그녀라는 것은 믿기지 않지만 실화이다.
인생에 공통점이라고는 1도 없는 두 사람.
대선 후보로 출마를 준비 중인 ‘샬롯’은 모두의 예상을 깨고 자신의 선거 캠페인 연설문 작가로 ‘프레드’를 고용한다.
어디로 튈지 모르는 ‘프레드’ 때문에 선거 캠페인은 연일 비상인 가운데, 뜻밖에 그의 스파크는 ‘샬롯’과의 로맨스로 튀어 버리는데...
사고 치는데 천부적인 재능이 있는 남자, 머리부터 발끝까지 완벽한 여자
이 조합 실화? ",김혜리|박평식|이용철|임수연,"<노팅힐> 이후 20년, 세상이 많이 변했지만 딱 안전한 선 안에서|<로마의 휴일>의 술 취한 버전|‘귀여운 남자’, 내조에 힘쓰다|풍자를 곁들인 ‘공주와 돌쇠’"
MM1000279868,행복한 라짜로,,Lazzaro Felice,"목가적인 삶의 풍경과 우화적 플롯, 그리고 시간 여행을 통한 마술적 리얼리즘
시간이 멈춘 것 같은 아름다운 시골 마을 인비올라타. 라짜로는 이웃들과 함께 마을의 지주인 후작 부인의 담배 농장에서 일하는 순박한 청년이다. 
요양을 위해 마을을 찾아온 후작 부인의 아들 탄크레디와 라짜로는 둘만의 우정을 쌓는다. 
자유를 갈망하는 탄크레디는 자신의 납치극을 꾸며 마을을 벗어나려고 결심하고, 라짜로는 그런 그를 돕는다. 
한편, 납치 신고로 마을을 찾아온 경찰에 의해 이웃들은 뿔뿔이 흩어지게 되고 라짜로는 홀로 남게 되는데...
",김혜리|박평식|이용철,"기적, 성스러운 바보와 만나다|오래된 것들로 만든 계시 같은 영화|판타지로 에워싼 네오리얼리즘"
MM1000280365,굿바이 썸머,,Goodbye Summer,"지금 제일 중요한 게 뭐야?
열 아홉 '현재'는 고3 수험생이자 시한부다. 모두가 꿈과 미래를 이야기 하지만 현재에게는 피부로 느낄 수 있는 지금 이 순간이 가장 소중하다.
그런 그에게 첫사랑이 찾아오고, 좋아하는 '수민'에게 고백했지만 다들 뭐가 중요한지 모른다며 화를 낸다.
각자의 방식으로 충실 했던 짧은 여름 모두 그렇게 성장한다.
",이용철|이화정|임수연,"그 여름, 소년들은 무심히 공을 차고 있었다|말랑말랑, 말캉말캉. 굳어버리기 전 10대의 모든 감정들|신인감독의 용기와 신인배우의 싱그러움 사이, 사뿐사뿐 균형 잡기"
MM1000280701,레드슈즈,,Red Shoes,"사건 사고가 끊이지 않는 동화의 섬. 사라진 아빠를 찾던 화이트 왕국의 공주는 
우연히 마법구두를 신고 이전과 완벽하게 다른 ‘레드슈즈’로 거듭난다. 
한편, 초록색 난쟁이가 된 일곱 왕자들은 우연히 자신들의 집에 머물게 된 '레드슈즈’가 
저주를 풀 유일한 희망이라 생각해 그녀를 돕기 시작하고, 영원한 아름다움을 꿈꾸는 왕비 ‘레지나’는 
마법구두를 신고 성을 빠져나간 ‘레드슈즈’를 쫓기 시작하는데… 
  
위기에 빠진 동화의 섬, 
레드슈즈, 그리고 일곱 왕자들의 운명은?",박평식,"귀엽다, 토종의 야심"
MM1000281906,텐: 시크릿 미션,,Ten: The Secret Mission,"올 여름, 화끈하고 강렬한 액션이 폭발한다!

인도네시아의 섬, 수백 명의 주민들이 인질로 잡혔다.
테러 집단은 미국인 대사관의 딸 켈리의 몸값을 요구하고, 국가 비밀 정보 기관 SIS는 군 병력이 동원되기 전, 빠른 시간 내에 섬에 침입하라는 임무를 맡게 된다.
존 대령은 유능한 미녀 모델 10명을 영입해 전투 요원으로 훈련시키려 하지만 이는 쉽지 않고, 최정예 요원들의 목숨을 건 대망의 작전일은 점점 다가오는데…",,
